word,trans,example
article,"n.文章，论文；物件；条款
","1. The paper’s leading article (=  the main article  ) described the government as weak.
该报社论称政府软弱。
2. newspaper articles
报纸上的文章
3. household articles
家居用品
4. Article 1 of the constitution guarantees freedom of religion.
宪法的第一条保障宗教信仰自由。
"
disperse,"v.分散；驱散；（使）〔某物〕消散
","1. radioactivePolice used tear gas to disperse the crowd.
警察用催泪瓦斯驱散人群。
2. The clouds dispersed as quickly as they had gathered.
云聚集得快，散得也快。
"
progress,"n.进步，进展；稳步前进
v.进步，进展
","1. The police are disappointed by the slow pro-gress of the investigation.
警方对调查进度缓慢感到失望。
2. We made good progress despite the snow.
尽管下雪，我们的行程还是很顺利。
3. I asked the nurse how my son was progressing.
我询问护士我儿子身体恢复得如何。
"
suffice,"v.充足，足够
","1. A light lunch will suffice .
简单的午餐就够了。
"
close,"v.关；结束
n.结束
adj.近的；紧密的
adv.近地；紧密地
","1. Would you mind if I closed the window?
我把窗户关上你不介意吧？
2. She closed the curtains.
她拉上了窗帘。
3. Let me do the car door – it won’t close properly.
我来修一下车门，它关不紧。
4. Beth closed her eyes and tried to sleep.
贝丝合上眼睛想睡觉。
5. I will now close the meeting by asking you to join me in a final toast.
现在我要请大家最后干一杯来结束这次会议。
6. The monsoon season was drawing to a close (= ending ) .
雨季即将结束。
7. His eyes were small and close together .
他眼睛很小，而且挨得很近。
"
apparent,"adj.显然的,明明白白的；表面上的
","1. The difference in quality was immediately apparent .
质量的差异显而易见。
2. He left suddenly, for no apparent reason .
不知什么原因，他突然离开了。
3. He did well in his exams, despite his apparent lack of interest in his work.
他考得很好，尽管表面上他对功课不感兴趣。
"
tin,"n.锡；罐头
adj.锡制的
","1. an old tin bath
旧的锡浴缸
2. a sardine tin
沙丁鱼罐头
3. a tin roof
白铁皮房顶
"
parcel,"n.包裹,邮包
v.打包,捆扎
","1. The parcel was delivered last week.
那个邮包上周送到了。
2. He sends regular food parcels to his family in Libya.
他定期给在利比亚的家人邮寄食品包裹。
3. She parcelled up the photos.
她把照片包了起来。
"
eloquent,"adj.雄辩的,有说服力的;善辩的,口才流利的
","1. an eloquent appeal for support
极具说服力的求助呼吁
"
shepherd,"n.牧民,牧羊人
",
inject,"v.注射(药液等)；注入
","1. His son was injected with strong drugs.
他的儿子被注射了强效的药。
2. Traditional handbag makers are injecting more fun into their designs.
传统的手袋制作者在他们的设计中注入了更多有趣的元素。
"
accelerate,"v.使加速，使增速，促进；加速
","1. measures to accelerate the rate of economic growth
加快经济增长速度的措施
2. The car accelerated smoothly away.
汽车平稳地加速离去。
"
prescribe,"v.指示,规定；处(方),开(药)
","1. What punishment does the law prescribe for this crime?
法律规定这种罪行应受何处罚？
2. If these don’t work I may have to prescribe you something stronger.
如果这些药无效，我也许得给你开一些药效更强的。
"
metric,"adj.米制的,公制的
","1. a metric tonne
一公吨
2. The parts all come in metric sizes now.
现在配件都采用公制规格。
"
resume,"n.个人简历
v.再继续；重新开始
","1. Don't push for an interview on the spot, but rather explain that you want to let them know of your interest, drop off your resume, and complete an application while you're there if possible.
这个时候不要急着想得到面试，而是解释为你只是想让他们知道你对他们招聘的职位有兴趣，放下你的简历，然后有可能的话填完一份申请表就离开吧。
2. She hopes to resume work after the baby is born.
她想生完孩子后继续工作。
3. Peace talks will resume tomorrow.
和平谈判明天重新启动。
"
barrel,"n.桶；枪管,炮管
","1. The wine is aged in oak barrels.
这种葡萄酒是用橡木酒桶放陈的。
2. He pushed the barrel of the gun into the other man's open mouth.
他把枪管插入另一个人张开着的嘴里。
"
metal,"n.金属,金属制品
","1. The gate is made of metal.
这扇大门是用金属做成的。
2. a small black metal box
一个黑色的金属小盒子
3. They traded in gold and other precious metals (= valuable metals used especially for making jewellery ) .
他们做黄金和其他贵金属的交易。
4. The old trucks were sold as scrap metal (= old metal that is melted and used again ) .
这些旧卡车被当作金属废料卖掉了。
"
metaphor,"n.隐喻，暗喻
","1. She uses some wonderful images and metaphors in her writing.
她在作品中用了一些绝妙的比喻和暗喻。
2. a very creative use of metaphor
隐喻的独到运用
"
priority,"n.优先,重点,优先权
","1. The club’s priority is to win the League.
该俱乐部首先考虑的是要赢得联赛。
2. After several burglaries in the area, security is now a high priority (= very important and needing attention soon ) .
该地区发生了几宗入室盗窃案以后，治安成了当务之急。
3. With so little money available, repairs must remain a low priority (= not important and not needing attention soon ) .
可用的钱这么少，只好暂时放下维修事宜了。
4. The customer is high on our list of priorities .
顾客在我们的心目中排在第一位。
5. List your tasks in order of priority (= most important first ) .
按照轻重缓急列出你的工作。
"
diligent,"adj.勤奋的,用功的
","1. a diligent student
勤勉的学生
"
barber,"n.理发师
","1. My father marched me over to Otto, the local barber, to have my hair cut short.
爸爸把我拽到当地理发师奥托跟前，让他把我的头发剪短。
"
advance,"n.预付款；(常指军事行动中的) 前进
v.前进，推进〔尤指士兵〕；进展
","1. She was paid a $100,000 advance for her next two novels.
她得到了其接下来的两本小说的10万美元的预付款。
2. In an exercise designed to be as real as possible, they simulated an advance on enemy positions.
在一次设计得尽可能逼真的演习中，他们模拟了一次向敌方阵地的前进。
3. A line of US tanks slowly advanced.
一列美军坦克缓缓前进。
4. Our understanding of human genetics has advanced considerably.
我们对人类遗传学的了解有了很大进展。
"
princess,"n.公主,王妃
","1. Princess Anne
安妮公主
"
memo,"n.备忘录
","1. I sent him a memo reminding him about the meeting.
我发给他一个通知，提醒他开会的事。
"
refusal,"n.拒绝,回绝
","1. Her country suffered through her refusal to accept change.
她的国家因为她拒绝接受变革而受了害。
"
artistic,"adj.艺术(家)的，美术(家)的；善于艺术创作的
","1. artistic work
艺术作品
2. Opinion about the artistic merit of his paintings has been mixed.
对于他的绘画作品的艺术价值，人们褒贬不一。
"
console,"n.控制台，仪表板
v.安慰，慰问
","1. Several nurses sat before a console of flickering lights and bleeping monitors.
几名护士坐在灯光闪烁、监听器嘟嘟作响的控制台前。
2. No one could console her when Peter died.
彼得去世时没人能够安慰她。
"
tempt,"v.诱惑，引诱，诱使
","1. If you leave valuables in your car it will tempt thieves.
如果把贵重物品留在车上，会招来小偷的。
"
impose,"v.把 (观点、信仰等) 强加于；强制推行；强制实行
","1. Parents should beware of imposing their own tastes on their children.
父母应该提防把自己的兴趣强加给孩子。
2. The court can impose a fine.
法庭可以强制执行罚款。
"
concise,"adj.简明的,简洁的
","1. Your summary should be as clear and concise as possible.
你的总结应该尽可能地明白简洁。
"
communicate,"v.沟通
","1. We communicated mostly by e-mail.
我们主要是用电子邮件沟通。
"
certify,"v.证明，证实；发证书(或执照)给
","1. The accounts were certified by an auditor.
这些账目经审计员核实过。
2. She was certified as a teacher in 1990.
她于1990年获得教师资格证书。
"
comparison,"n.比较,对比
","1. Her paintings invite comparison with those of the early Impressionists (= they remind you of them ) .
她的画作让人想起早期的印象派作品。
"
mode,"n.方式,式样
","1. Western modes of thought
西方人的思维模式
"
compartment,"n.隔层；分隔间
","1. The bag is divided into separate compartments .
这个包有一些独立的隔层。
2. engine compartment
发动机室
3. She kept the money hidden in a secret compartment in her briefcase.
她把钱藏在公文包的暗层里。
"
consideration,"n.考虑,思考；需要考虑的事；体谅,照顾
","1. proposals put forward for consideration
提请考虑的建议
2. Political rather than economic considerations influenced the location of the new factory.
影响新工厂选址的是政治因素，而不是经济因素。
3. Show consideration for your neighbours.
要表示出对邻居们的体贴。
"
react,"v.反应,起作用；反对,反抗；起反作用,起不良反应
","1. He reacted angrily to the suggestion that he had lied.
说他撒谎，他非常生气。
2. She reacted very badly (= was very upset ) when her parents split up.
父母离婚的时候，她非常难过。
3. You have to react quickly to circumstances.
你必须对形势迅速作出反应。
4. My father never saved money and perhaps I reacted against that.
我父亲从不攒钱，也许我反对这种做法。
5. Someone allergic to milk is likely to react to cheese.
对牛奶过敏的人可能会对奶酪也有不良反应。
"
proceed,"v.继续进行，继续做
","1. Before proceeding further, we must define our terms.
我们必须先定义术语，然后再往下展开。
"
determine,"v.查明,测定,确定；决心,决定
","1. Investigators are still trying to determine the cause of the fire.
调查人员仍在设法弄清失火的原因。
2. They determined to start early.
他们决定早点出发。
"
adequate,"adj.充足的，足够的
","1. Farmers have been slow to make adequate provision for their retirement.
农民们迟迟没有为退休做好适当安排。
2. Some creams we tested failed to give adequate protection against UV light.
我们检测的有些防晒霜不能提供足够的防紫外线保护。
3. The standard of his work is barely adequate .
他的工作水准勉强合格。
4. The company has yet to provide an adequate explanation for its actions.
该公司对其行动仍未作出充分解释。
"
catastrophe,"n.大灾难
","1. From all points of view, war would be a catastrophe.
从各个方面来看，战争都会是一场灾难。
"
directory,"n.人名地址录,(电话)号码簿
","1. I couldn’t find your number in the telephone directory.
我在电话簿上找不到你的电话号码。
2. a new business directory
新的商业名录
"
fellowship,"n.伙伴关系,友情,友谊；团体
","1. Regular outings contribute to a sense of fellowship among co-workers.
经常外出游玩可以增进同事之间的友谊。
2. ...the National Schizophrenia Fellowship.
…全国精神分裂协会。
"
merchant,"n.商人；批发商
","1. the son of a wealthy merchant
一名富商的儿子
"
humidity,"n.湿气,湿度
","1. The room is kept at 72 degrees and 50% relative humidity.
房间的温度保持在72度，相对湿度50%。
"
cat,"n.猫
","1. tabby/ginger/tortoiseshell etc cat
斑猫/姜黄色猫/花斑家猫等
"
version,"n.版本,变体,译本,译文;
","1. the human version of mad cow disease
疯牛病的人类变体
"
reporter,"n.报告人,通讯员;记者,报导者
","1. a news reporter
新闻记者
"
vanish,"v.突然不见;消失
","1. My keys were here a minute ago but now they’ve vanished.
我的钥匙刚刚还在这里，现在却不翼而飞了。
2. The bird vanished from sight.
那只鸟从视线中消失了。
3. She seemed to have just vanished into thin air (= suddenly disappeared in a very mysterious way ).
她好像就蒸发了似的。
"
nominal,"adj.名义上的
","1. the nominal head of the rebellion
这次叛乱名义上的领导人
2. Their conversion to Christianity was only nominal.
他们只是名义上皈依了基督教。
"
noun,"n.名词
","1. An adjective must agree with  its noun in mumber and case.
形容词在数和格方面必须符合其所修饰的名词。
2. In “the black cat” the adjective “black”modifies the noun “cat”.
在“那只黑猫”中，形容词“黑的”修饰名词“猫”。
"
portable,"adj.轻便的,手提(式)的,可移动的
","1. a portable radio
便携式收音机
"
reverse,"n.相反;背面
adj.相反的
v.颠倒,倒转
","1. I owe you nothing. If anything, the reverse is true (= you owe me ) .
我不欠你什么。 如果说欠的话，是你欠我才对。
2. The wrong attitude will have exactly the reverse effect.
这种错误的态度会得到恰好相反的结果。
3. You should reverse the order of these pages.
你该把这几页的顺序颠倒过来。
"
factory,"n.工厂
","1. a car factory
汽车制造厂
2. factory workers
工厂工人
"
accurate,"adj.正确无误的，准确的，精确的；精确的
","1. The brochure tries to give a fair and accurate description of each hotel.
该手册尽量公正、准确地介绍每一家酒店。
2. It is difficult to get accurate figures on population numbers.
很难取得精确的人口统计数字。
"
portrait,"n.肖像,画像
","1. a family portrait
全家福
2. She’s been commissioned to paint Jackson’s portrait .
她已受托为杰克逊画肖像。
"
detector,"n.侦察器,探测器,检波器,检电器
","1. a smoke detector
烟雾探测器
2. a metal detector
金属探测器
"
fellow,"n.人,家伙；伙伴,同事
adj.同样的,同事的
","1. Paul’s an easy-going sort of fellow.
保罗人很随和。
2. He stood out in terms of competence from all his fellows.
他在能力方面比他所有同事都突出。
3. fellow members / citizens / workers
同一组织的成员/ 同胞 / 同事
"
greeting,"n.问候,致敬
","1. I smiled a polite greeting, but the woman hardly acknowledged me.
我客气地笑着打了个招呼，可是那女人没有答理我。
2. The two cousins exchanged greetings (= greeted each other ) .
表兄妹俩互相问候。
"
acid,"n.酸,酸性物质
adj.酸的,酸味的；尖刻的
","1. sulphuric acid
硫酸
2. a juicy apple with a slightly acid flavour
一个多汁、略带酸味的苹果
3. I was expecting another of his acid remarks, but he remained silent.
我等着他再说一句刻薄的话，但他不吭声了。
"
customary,"adj.惯例的；习惯的
","1. In some cultures it is customary for the bride to wear white.
在一些文化中，新娘按风俗要穿白色。
2. Barbara answered with her customary enthusiasm.
芭芭拉以惯有的热情作了回答。
"
modernization,"n.(modernisation)现代化
","1. For these reasons, the bank chose it as their development tool for their modernization project.
出于这些理由，银行选择它作为其现代化项目的开发工具。
2. We must achieve modernization of science and technology, otherwise we will lag behind other nations.
我们必须实现科学技术现代化，否则我们要落后于其他国家。
"
parallel,"adj.平行的；相同的,类似的
","1. Lines AB and CD are parallel. AB
线与CD线平行。
2. two parallel roads
两条平行的道路
3. Take the road running parallel to the main road just after the village.
过那个村子后走与主干道平行的路。
4. Social changes in Britain are matched by parallel trends in some other countries.
在英国发生社会变革的同时，其他国家也出现了相似的趋势。
"
police,"n.警察,警察机关
v.管辖
","1. Police surrounded the courthouse.
警察围在法院大楼四周。
2. The army was brought in to police the city centre.
调来军队维持市中心的治安。
"
departure,"n.离开,起程
","1. ...the president's departure for Helsinki.
…总统前往赫尔辛基。
"
carrier,"n.搬运物，运输工具
","1. a baby carrier
婴儿背带
"
manuscript,"n.手稿,原稿
","1. Unfortunately, parts of the original manuscript have been lost.
遗憾的是，部分原始手稿丢失了。
"
fine,"adj.晴朗的,美好的,细致的
v.对…处以罚款
n.罚金,罚款
","1. If it’s fine tomorrow we’ll go out.
如果明天天气晴朗，我们就出门。
2. She was fined for speeding.
她因超速驾车而被罚款 。
3. Councils will get sweeping powers to impose fines on drivers who park illegally.
各市政会将有绝对权力对违章停车者处以罚款。
"
impart,"v.赋予，给予；传授，告知
","1. Use a piece of fresh ginger to impart a East Asian flavour to simple ingredients.
用一片鲜姜给简单的原料添上东亚的风味。
2. She had information that she couldn’t wait to impart.
她得到了消息，迫不及待地想告诉别人。
"
advise,"v.忠告，劝告，建议；通知，告知
","1. She needed someone to advise her.
她需要有个人给她出主意。
2. ‘Make sure that you keep the documents in a safe place,’ Otley advised him.
“一定要把文件放在安全的地方。”奥特利向他建议道。
3. We’ll advise you of any changes in the delivery dates.
递送日期若有变化，我们会通知你的。
"
recede,"v.退〔水〕消退，退去
","1. The flood waters finally began to recede in November.
11 月，洪水终于开始退去。
"
economic,"adj.经济(上)的,经济学的
","1. Economic growth is slow.
经济增长缓慢。
2. the government’s economic policy
政府的经济政策
3. Economic reform is needed.
经济改革势在必行。
4. In the current economic climate (= conditions ), we must keep costs down.
在当前的经济形势下，我们一定要控制好成本。
"
bulletin,"n.公报,公告,告示
","1. At 3:30 p.m. a bulletin was released announcing that the president was out of immediate danger.
下午3:30发布了公告，宣布总统暂时脱离了危险。
"
formula,"n.公式；分子式；准则；方案
","1. We’re still searching for a peace formula.
我们仍在寻找和平方案。
2. There is no magic formula (= a method that is certain to be successful ) that will transform sorrow into happiness.
没有妙方可以化悲为喜。
3. With viewing figures up a million, the programme has a winning formula .
收视人数增加了一百万，这个节目的确拥有吸引观众的法宝。
4. the formula for calculating distance
计算距离的公式
"
tomb,"n.坟,冢
","1. the family tomb
家族坟墓
"
volunteer,"n.志愿者
v.自愿；主动提供(信息)
","1. Most of the relief work was done by volunteers.
大部分救援工作都由志愿人员完成。
2. I volunteered my services as a driver.
我主动提出来当司机。
3. ""They were both great supporters of Franco,"" Ryle volunteered.
“他们俩都是佛朗哥的坚定支持者，”赖尔主动说道。
"
coincide,"v.同时发生；巧合；一致；相符；
","1. When our vacations coincided, we often holidayed together.
我们的假期要是凑巧赶在一起，我们常常会一同去度假。
2. The interests of the US and those of the islanders may not coincide.
美国的利益和这些岛民的利益可能并不一致。
"
clothing,"n.服装,被褥
","1. basic necessities such as food and clothing
食物和衣服这类基本的生活必需品
2. She took only a few items of clothing.
她只带了几件衣服。
"
her,"pron.[she的宾格]她
determiner.[she的所有格]她的
","1. Jane? I don’t really know her.
简？我不太认识她。
2. Margaret wants me to go with her.
玛格丽特想让我和她一起去。
3. Give her the keys.
把钥匙给她。
4. I think it was her, but I’m not sure.
我觉得是她，但不肯定。
5. She looked at her watch.
她看了一下表。
"
emotion,"n.情绪,情感,感情
","1. Her voice was full of emotion.
她的声音充满了激情。
2. She was good at hiding her emotions.
她很会掩饰自己的情感。
3. Kim received the news without showing any visible sign of emotion.
金接到消息时丝毫不露声色。
"
ceremony,"n.典礼,仪式；礼节,礼仪
","1. a wedding ceremony
婚礼
2. the opening ceremony of the Olympic Games
奥运会开幕式
3. The queen was crowned with due ceremony.
女王按照规定的礼仪加冕。
"
accompany,"v.陪伴，陪同,伴随；伴奏
","1. Children under 14 must be accompanied by an adult.
14岁以下儿童必须有成人陪同。
2. Wherever her husband went, she would accompany him.
不论丈夫去哪里，她都陪伴左右。
3. Daniel wanted Liz to accompany him on violin.
丹尼尔想让丽兹用小提琴为他伴奏。
"
discrepancy,"n.差异,不符
","1. ...the discrepancy between press and radio reports.
…报刊报道与广播报道之间的差异。
"
logical,"adj.逻辑的,符合逻辑的
","1. The detective has to discover the murderer by logical deduction.
那位侦探得通过逻辑推理来找出凶手。
"
venture,"v.冒险
n.冒险事业
","1. When darkness fell, he would venture out.
天黑以后，他就会壮着胆子出去。
2. She paused before venturing up the steps to the door.
她犹豫了一下，大着胆子迈上台阶，走向门口。
3. children who lack the confidence to venture into libraries
缺乏自信、不敢进图书馆的儿童
4. business/commercial venture
商业风投
"
cream,"n.乳脂,(鲜)奶油；奶油色
","1. fresh cream
鲜奶油
2. strawberries and cream
浇奶油的草莓
"
precede,"v.先于；走在…之前
","1. a type of cloud that precedes rain
下雨前出现的一种云
2. Lunch will be preceded by a short speech from the chairman.
午餐开始之前主席会发表一段简短的讲话。
3. The guard preceded them down the corridor.
警卫带领他们穿过了走廊。
"
retain,"v.保持,保留
","1. You have the right to retain possession of the goods.
你有权保留这些物品。
2. The state wants to retain control of food imports.
政府想保留对食品进口的控制权。
"
occupy,"v.占,占用；占据,占领；使忙碌,使从事
","1. Football occupies most of my leisure time.
足球占去了我大部分的闲暇时间。
2. Students occupied Sofia University on Monday.
星期一学生们占领了索非亚大学。
3. She occupied herself with routine office tasks.
她忙于办公室的日常工作。
"
airport,"n.机场，航空站，航空港
","1. The plane landed at Heathrow Airport.
飞机降落在希思罗机场。
2. Her family went to see her off at the airport.
她的家人去机场送她。
"
uncover,"v.揭开,揭露
","1. Customs officials uncovered a plot to smuggle weapons into the country.
海关官员侦破了一个走私武器入境的阴谋。
"
parameter,"n.参数; 界限
","1. ...some of the parameters that determine the taste of a wine.
…一些决定葡萄酒味道的参数。
"
average,"n.平均,平均数
adj.平均的；普通的
v.平均为
","1. The December figures brought the annual average for 2001 up to 10.6 per cent.
12月的数据将2001年的年平均水平提升到10.6%。
2. The age of the candidates ranged from 29 to 49 with an average age of 37.
候选人的年龄29岁至49岁不等，平均37岁。
3. The average American has not even thought about next year’s election.
普通的美国人甚至还没有想过明年的选举。
4. The water in the lake is not particularly deep, averaging about 12 metres.
湖水不是很深，平均约为12米。
"
versus,"prep.〔比赛或诉讼中〕对，诉，对抗；与…相对
","1. the New York Knicks versus the LA Lakers
纽约尼克斯队对洛杉矶湖人队
2. the Supreme Court decision in Roe vs. Wade
最高法院关于罗诉韦德案的判决
3. The finance minister must weigh up the benefits of a tax cut versus those of increased public spending.
财政部长必须权衡是减税还是增加公共开支更有利。
"
bat,"n.蝙蝠；球拍,球棒,短棒
","1. ...a baseball bat.
…一只棒球棒。
"
compose,"v.组成,构成;(of)由…组成；作曲
","1. The force would be composed of troops from NATO countries.
该部队将由北约各国的军队组成。
2. Barrington has composed the music for a new production of ‘A Midsummer Night’s Dream’.
巴林顿为新版的《仲夏夜之梦》谱了曲。
"
domestic,"adj.本国的；家里的；驯养的
","1. the booming domestic economy
迅速增长的国内经济
2. Unfortunately his domestic life wasn’t very happy.
不幸的是，他的家庭生活并不幸福。
3. ...a domestic cat.
…一只家猫。
"
victory,"n.胜利
","1. Union leaders are heading for victory in their battle over workplace rights.
工会领袖们在争取工作场所权利的斗争中正迈向胜利。
"
deceit,"n.欺骗,欺骗行为
","1. an atmosphere of hypocrisy and deceit
充满虚伪和欺骗的氛围
"
homogeneous,"adj.同种类的，同性质的，有相同特征的
","1. The unemployed are not a homogeneous group.
失业者并不都是同一类人。
"
voluntary,"adj.自愿的,志愿的
","1. Workers are being encouraged to take voluntary redundancy.
工人被鼓励主动离职。
"
dissolve,"v.(使)溶解,(使)融化；解散,取消
","1. Stir until the sugar dissolves.
一直搅拌到糖溶解掉。
2. The monarch had the power to dissolve parliament.
君主有权解散议会。
"
light,"n.光；灯
v.点燃；照亮
adj.轻；淡；明亮
","1. I read by the light of the fire.
我借着火光读书。
2. I switched on the light in the bedroom.
我打开卧室的灯。
3. I couldn’t get the candles to light.
我点不着蜡烛。
4. The porch is always well lit at night.
夜里，门廊总是灯火通明。
5. You should wear light, comfortable shoes.
你应该穿轻便舒适的鞋子。
6. You look nice in light colours.
你穿浅色衣服很好看。
7. The kitchen was light and spacious.
厨房明亮宽敞。
"
parachute,"n.降落伞
v.跳伞
","1. a parachute jump
跳伞
"
conclusion,"n.结论，推论；结尾；缔结，议定
","1. These are the report’s main conclusions.
这些就是这篇报告的主要结论。
2. It is still too early to reach a conclusion on this point.
在这一点上作出结论还为时过早。
3. There are perhaps two main conclusions to be drawn from the above discussion.
从以上的讨论也许可以得出两个主要的结论。
4. All the evidence pointed to the conclusion that he was guilty.
所有证据都表明他是有罪的。
5. At the conclusion of the meeting, little progress had been made.
会议开到最后，没有取得多少进展。
6. the conclusion of a peace treaty
和平条约的签订
"
eject,"v.喷射,排出；驱逐
","1. Two engines cut out and the plane started to eject fuel as it lost height.
两个发动机突然熄火，飞机在下降的同时开始喷出燃料。
2. 420 workers have been ejected from their jobs with no warning.
420名工人在没有任何先兆的情况下被辞退。
"
nightmare,"n.恶梦；可怕的事物，无法摆脱的恐惧
","1. All the victims still suffered nightmares.
所有的受害者仍为恶梦所扰。
"
valid,"adj.有效的；有根据的;正当的
","1. a valid credit card
有效信用卡
2. Your return ticket is valid for three months.
你的往返票有效期为三个月。
3. Police officers must have a valid reason for stopping motorists.
警察拦下驾车者必须有正当理由。
"
elevate,"v.提拔,提升...的职位；举起
","1. Language has elevated humans above the other animals.
语言使人类高于其他动物。
2. Gradually elevate the patient into anupright position.
把病人慢慢托到直立的位置。
"
select,"v.选择,挑选
adj.精选的,选择的
","1. a group of students selected at random
随机挑选出来的一组学生
2. The party was small and select.
团里人员不多，都是经过精心挑选的。
"
revenge,"n.报复,复仇
v.替…报仇
","1. The attackers were said to be taking revenge on the 14-year-old, claiming he was a school bully.
攻击者被称是在报复一名14岁男孩，称他是学校一霸。
2. The paper accused her of trying to revenge herself on her former lover.
这家报纸指责她企图报复她以前的情人。
"
handicap,"v.妨碍
n.(身体或智力方面的)缺陷；不利条件
","1. The charity is handicapped by lack of funds.
这个慈善机构因为缺乏资金难以开展工作。
2. Not speaking the language is a real handicap.
不会讲这种语言的确是一个障碍。
3. He lost his leg when he was ten, but learned to overcome his handicap.
他10岁时失去了一条腿，但学会了战胜自己的残疾。
"
evaporate,"v.蒸发,挥发
","1. Most of the water had evaporated.
大部分的水都蒸发了。
2. The sun evaporates moisture on the leaves.
太阳会蒸发叶子上的水分。
"
financial,"adj.财政的,金融的
","1. financial transactions
财务往来
2. financial assistance
财务援助
3. a financial advisor
财务顾问
4. Organic farmers should be encouraged with financial incentives.
应对实行有机栽培的农民给予经济上的鼓励。
5. It was a wonderful film, but not exactly a financial success (= something that makes a profit ) .
这是一部出色的影片，但在票房上不是很成功。
"
remember,"v.记住
","1. Do you remember Rosa Davies?
你记得罗莎·戴维斯吗？
2. I can’t remember her exact words.
我记不得她的原话了。
3. I remember it well ; I’d never seen my mother so angry.
这件事我记得很清楚；我从未见过母亲这么生气。
4. She clearly remembers the excitement as they boarded the train.
她清楚地记得他们登上火车时的激动心情。
5. I vaguely remember reading something about it in the paper.
我隐约记得在报纸上看到过有关情况。
6. They had three children, if I remember rightly .
如果我没记错，他们有三个孩子。
7. They’ve lived here for as long as I can remember .
在我记忆中他们一直都住在这儿。
8. No one got drunk as far as I can remember .
我记得当时没有人喝醉酒。
"
